frequency_Hz,bob1_amp,bob2_amp,bob3_amp,bob4_amp,bob5_amp
0.45974279,0.00204206738,0.0007776017493,0.001673083487,0.0008622382008,0.001558339107
0.46528186,0.001405813368,0.002086390724,0.001988557934,0.0008587608099,0.001299079832
0.47082093,0.0008875830936,0.001322935546,0.001394612784,0.0007087704016,0.001058523091
0.47636000,0.001398778918,0.001006996182,0.00144378336,0.0005043859907,0.002557514568
0.48189907,0.001578075348,0.0007941447186,0.002430063317,0.001109671951,0.002665448385
0.48743814,0.00189488438,0.001232355305,0.002456035304,0.0003075303395,0.002297943328
0.49297721,0.001211982512,0.001728339674,0.001135630861,0.001211728819,0.002466433993
0.49851628,0.0004324393716,0.0007300973647,0.0010107533,0.001012207183,0.002620959202
0.50405535,0.0001651911769,0.0001624625571,0.0002123596646,0.0005656296443,0.001604963194
0.50959442,0.001160048836,0.0005704821074,0.000642360029,0.0003702035091,0.0009527448523
0.51513349,0.001576848366,0.001344436688,0.0009736080518,0.0008727766413,0.0003531832613
0.52067256,0.0008388970767,0.002087206981,1.740688181e-05,0.0002850038805,0.001118564711
0.52621163,0.0004707419394,0.003826419465,0.001278730995,0.001012005904,0.0007186615742
0.53175070,0.000950406271,0.003204886268,0.001885926086,0.000340296087,0.001043619984
0.53728977,0.002330495864,0.001891973304,0.001176701973,0.0006641252508,0.001739968433
0.54282884,0.002145726174,0.001353796914,0.0009336901706,0.0004937658328,0.002016181005
0.54836790,0.0005560701827,0.001193823082,0.0006623626714,0.0009269181028,0.002355657219
0.55390697,0.0009911252877,0.001519299137,0.001467936592,0.0004351604817,0.001195371668
0.55944604,0.001336140286,0.0005498260347,0.0009967390108,0.001055216161,0.0001997088289
0.56498511,0.001123367227,0.0001769068336,0.0008518786705,0.00123566527,0.0003010805449
0.57052418,0.0012551768,0.0003799218282,0.001322799079,0.0007724213365,0.0004024785681
0.57606325,0.001117201573,0.001379849506,0.001353508341,0.0007018117374,0.0004541565881
0.58160232,0.001210213999,0.003351887808,0.001669936436,0.0002168844919,0.001176084938
0.58714139,0.0008877685181,0.002929893458,0.001302693092,0.000257250148,0.001565155609
0.59268046,0.0006686926631,0.0004580016508,0.0004566828899,0.0001418496356,0.00118383843
0.59821953,0.0006392161808,0.001197728832,0.001729455199,0.0009635977946,0.0008009654157
0.60375860,0.001447616315,0.001573645903,0.002154536891,0.001452985232,0.0009250943507
0.60929767,0.001077606567,0.001159507014,0.002444845429,0.001284183641,0.001469321981
0.61483674,0.0004592959471,0.0005593358782,0.001977244625,0.0009650544174,0.002191648369
0.62037581,0.00124322308,0.001574053299,0.00178514487,0.0008641629221,0.002178036013
0.62591488,0.00165016947,0.001557796149,0.00261645615,0.0004939804598,0.0016435916
0.63145395,0.0009116713579,0.001981705959,0.001940283058,0.0006756156088,0.001181297445
0.63699302,0.0001541759943,0.002012751792,0.000257462758,0.0004648523684,0.0003933243754
0.64253209,0.0006328860641,0.001307041429,0.0001793115006,7.343435655e-05,0.0002090264308
0.64807116,0.0009945969491,0.001503603884,0.0007927875311,0.0007040438652,0.000714538799
0.65361023,0.0008006338158,0.000715920246,0.0009676516104,0.0003182596035,0.001689461256
0.65914930,0.0004330993244,0.001932452497,0.001159512425,0.0004200207148,0.00128769155
0.66468837,0.0002621623496,0.002273404668,0.002214443478,0.00139869493,0.0002201902153
0.67022744,0.0006349676836,0.0009401358484,0.003241943537,0.001574237797,0.0009648676684
0.67576651,0.001445085249,0.00176502172,0.003007177796,0.0007815060702,0.0005573216713
0.68130558,0.000949775728,0.001970882947,0.002339492106,0.0001825785244,0.0004390334707
0.68684465,0.0008290263917,0.001338810208,0.001216895657,0.0009148598512,0.0007702969701
0.69238372,0.0004841458224,0.001017514436,0.0002909995209,0.0007019707104,0.001943172251
