theta_i_deg,theta_j_deg,pivot_spacing_m,center_distance_m,surface_gap_m,axial_gap_for_table_m,force_x_on_i_N,force_y_on_i_N,tau_mag_i_Nm,tau_mag_j_Nm,tau_gravity_i_Nm,tau_gravity_j_Nm,tau_total_i_pair_Nm,tau_total_j_pair_Nm,invalid_if_surface_gap_lt_0,near_field_if_surface_gap_lt_0p02m
50.0,4.0,0.06,0.051003593574499656,0.021003593574499657,-0.003945769864961951,0.13023950101459741,0.0019452062176457373,0.010530665397450746,-0.01607386016964258,-0.06501361965230867,-0.0059201798185780285,-0.05448295425485793,-0.02199403998822061,0,0
50.0,6.000000000000001,0.06,0.048611424230964165,0.018611424230964166,-0.008243240050174794,0.13023950101459741,0.0019452062176457373,0.010530665397450746,-0.016033252197797887,-0.06501361965230867,-0.008871252594763691,-0.05448295425485793,-0.02490450479256158,0,1
50.0,8.0,0.06,0.04636441644243492,0.01636441644243492,-0.012524970822579987,0.13023950101459741,0.0019452062176457373,0.010530665397450746,-0.015973110177883346,-0.06501361965230867,-0.01181151711617434,-0.05448295425485793,-0.027784627294057687,0,1
50.0,10.0,0.06,0.04428760780793942,0.014287607807939424,-0.016785745552781423,0.13023950101459741,0.0019452062176457373,0.010530665397450746,-0.01589350738368606,-0.06501361965230867,-0.014737391123403663,-0.05448295425485793,-0.03063089850708972,0,1
50.0,12.000000000000002,0.06,0.042408716319823604,0.012408716319823605,-0.02102037314309238,0.13023950101459741,0.0019452062176457373,0.010530665397450746,-0.015794540798948885,-0.06501361965230867,-0.0176453098896702,-0.05448295425485793,-0.033439850688619085,0,1
50.0,14.0,0.06,0.04075755900069103,0.01075755900069103,-0.025223694352088447,0.13023950101459741,0.0019452062176457373,0.010530665397450746,-0.01567633099921069,-0.06501361965230867,-0.020531730563887792,-0.05448295425485793,-0.036208061563098484,0,1
50.0,16.0,0.06,0.039364929782130575,0.009364929782130577,-0.02939058808034843,0.13828358422463685,0.007318103086563532,0.011678385762643975,-0.01667771107363257,-0.06501361965230867,-0.02339313648708393,-0.0533352338896647,-0.0400708475607165,0,1
50.0,18.0,0.06,0.038260846922527236,0.008260846922527237,-0.02648402239027474,-0.15454124016714993,0.018819084391274804,-0.010495378893341126,0.017446216103619187,-0.06501361965230867,-0.026226041476906995,-0.0755089985456498,-0.008779825373287808,0,1
50.0,20.0,0.06,0.03747221858683021,0.007472218586830212,-0.022405163211455095,-0.1745953028726621,0.03606074555197438,-0.010456154431651618,0.01875260933931717,-0.06501361965230867,-0.029026994075002446,-0.07546977408396029,-0.010274384735685274,0,1
50.0,22.0,0.06,0.037020193658719835,0.007020193658719837,-0.01837780384480192,-0.19899715744144966,0.06338405220376571,-0.009807843626411092,0.019868682808098878,-0.06501361965230867,-0.03179258175208318,-0.07482146327871976,-0.011923898943984303,0,1
