f_Hz,bob1,bob2,bob3,bob4,bob5
0.6753554255503665,0.000662710679758075,0.0005770918301009838,0.00035182515420392535,0.0005433553866405574,0.001031672347394846
0.6825400577370726,0.0009922238560383712,0.0010278947957330612,0.001730901046263619,0.0008735500015252168,0.0012324671511561032
0.6897246899237786,0.006006325338233449,0.0034189616897842587,0.009796020318846497,0.004326488449766115,0.0054272376445400426
0.6969093221104846,0.011456823475359982,0.005563684630185402,0.017667043626905896,0.007706042887944156,0.0116589536846666
0.7040939542971907,0.008640664817192808,0.0050073352870240295,0.013526598580747062,0.00603885007247051,0.008568213554981751
0.7112785864838967,0.0036500454973067333,0.002059526850850232,0.005406747085175141,0.0026437370899532707,0.004532755731652599
0.7184632186706027,0.001366029339658842,0.00036333714959309717,0.002031239151500904,0.0009728969948413327,0.0014483762338980083
0.7256478508573088,0.0002711971117247386,0.00025824781291915676,0.0013081774543459489,0.0004026139480118577,0.0004989501139950271
0.7328324830440148,0.0005065757139781148,0.0006537336234017396,0.0002785342462031977,0.00048307650185154343,0.00013873169431941407
0.7400171152307208,0.00024733334396947305,0.0004272377889027369,0.0003296402587004647,0.0003816260182983921,0.0006138186219370755
0.7472017474174268,0.00022487489962115704,0.00038018304147826795,0.00047410198894427504,0.0004796750586638947,0.0005768345541418107
0.7543863796041329,0.000442698807412094,0.0004065873782724419,0.0007132584934474483,0.0002886292474746429,0.00048301581012005486
0.7615710117908389,0.00012649445199303097,0.00025726177632420013,0.0009651352873936141,0.0006361916999230565,0.0003049667129587956
0.7687556439775449,0.0008056793552613075,0.0006070598996747175,0.0004208581696413366,0.00035322289335753713,0.00013373949609073944
0.775940276164251,0.00023513924830112644,0.00010018744038648095,0.0005223963264415339,0.0006629641783646026,0.0003977974701223941
0.7831249083509569,0.0001548686418710745,0.0006969627896199969,0.0006141807025736838,0.000638144823130038,0.00035673330226923837
0.790309540537663,0.0005425182315144385,0.0006495087771512481,0.0009924066054987045,0.00012282571749919934,0.0004193735339102826
0.7974941727243691,0.000327987725526958,0.0007467152660085248,0.0007865508965642298,0.0005698411602531943,7.970933971279817e-05
0.804678804911075,8.232121574760483e-05,0.0004042583793194131,0.0007176843178210229,0.000595945237137527,0.00030414807294042287
0.8118634370977811,0.0022113697708153386,0.002300172534183124,0.0016052917329810756,0.0027000075964075275,0.0021389516157096387
0.8190480692844871,0.007351557674762084,0.008708950109665313,0.0035116952822249765,0.008897090577104496,0.007993615780975977
0.8262327014711931,0.00851016997547568,0.010003673176436398,0.003513700169651542,0.010198772519740183,0.008906210486386611
0.8334173336578992,0.004266023786994641,0.004005246736955573,0.002417076831126195,0.00530745657202723,0.003848652992052234
0.8406019658446052,0.0011797880056737288,0.002142149582867068,0.0005268594703862406,0.0015987060267122796,0.0014954218006672712
0.8477865980313112,0.0007922735323985155,0.0007391510522395851,0.0009490720074032617,0.0013033361328043816,0.0007706387873083374
0.8549712302180172,0.00025005818200551813,0.00047209301841111425,0.000609141190827465,0.00042112489753343775,0.00022281275135618294
0.8621558624047233,0.0009615746949372737,0.00036388862727558183,0.0015293741054222436,0.0002470289474866605,0.00048779994297386015
0.8693404945914293,0.0012642209015028263,0.0008277670229147824,0.0027334683966957892,0.0002913338419031762,0.0006430278534700431
0.8765251267781353,0.0019737180851772847,0.0010877289243095957,0.00537603154887678,0.000525447491252277,0.001582421740671314
0.8837097589648414,0.0013881627668273435,0.00131722502983164,0.004380479247193956,0.00038673723500606794,0.0017523755844629622
0.8908943911515473,0.0006994452697583971,0.0013485750893303756,0.0008977589109225771,0.000278256886527532,0.001196603243952331
0.8980790233382534,0.00018122437550813702,0.0004325391119330925,0.0005665353572152438,0.00037321326882533147,0.0005965678409617203
0.9052636555249595,0.0010923294664028876,0.0008880580893140338,0.0009859381285191446,0.0005025648464973735,0.00013202826984003076
0.9124482877116654,0.0004172635191329411,0.0008156792675397425,0.0006561914232025707,0.0004875001337756792,0.00020263935894767997
0.9196329198983715,0.00048068339630310164,0.00028502952463715984,0.0009615261655598347,0.00036609975365254314,0.00020680327509038364
0.9268175520850775,0.000543721843628515,0.00014015895682765225,0.0007677499189355225,0.0006625570696075069,0.00025577494101510477
0.9340021842717835,0.0003289040294558752,0.0005925549400762647,0.0004025782536214191,0.0005563083885688352,0.0002670263720930492
0.9411868164584896,0.00035318113523013193,0.000727493531563532,0.0001496292763310436,0.0002116350960033844,0.0006619093187446588
0.9483714486451956,0.00033881157851753,0.0005181425774250142,0.0003378256882696273,0.00041175371887892,0.000133382101763668
