Frequency_Hz,single_pendulum
3.11497932,1.6045708023069105e-05
3.12252164,0.00012621943477743793
3.13006396,0.0001826939428231903
3.13760629,0.00012090599910673828
3.14514861,0.000210592718652606
3.15269093,0.0002783650284089488
3.16023325,0.0005723813291947144
3.16777558,0.0004548475949000165
3.1753179,0.0003011196037078363
3.18286022,0.0002933063747772889
3.19040255,0.0004781443477122691
3.19794487,0.000428909931291907
3.20548719,0.00017500304895483977
3.21302951,0.00015394697656212597
3.22057184,0.0005085169963893376
3.22811416,0.0004916889884941896
3.23565648,0.00017671936791343216
3.2431988,4.5692504649089826e-05
3.25074113,0.0002694277549085514
3.25828345,0.00024671272641035283
3.26582577,0.00012092635613779445
3.2733681,0.00011519279253106466
3.28091042,0.00018665968553258026
3.28845274,9.55259644104561e-05
3.29599506,7.758443112325111e-05
3.30353739,0.00019532272876861097
3.31107971,4.1967452623624324e-05
3.31862203,0.0002459701636417831
3.32616436,0.00027237228048859
3.33370668,0.00016684937503821742
3.341249,0.00026244549818050497
3.34879132,0.0002897951437761771
3.35633365,0.00021620171120536927
3.36387597,0.00023779188258417195
3.37141829,0.00018775668827384164
3.37896062,0.00021324777115959542
3.38650294,0.00011863813503512255
3.39404526,0.00020164047792422784
3.40158758,0.0004953777218523143
3.40912991,0.0003666554085160057
3.41667223,9.442178386912047e-05
3.42421455,0.0002658114865118806
3.43175687,7.656016683099823e-05
3.4392992,5.004225755909324e-05
3.44684152,0.00010650247140027918
3.45438384,0.00010838666352387449
3.46192617,0.00013139673603201196
3.46946849,8.334565565025857e-05
3.47701081,0.00028421496599876213
3.48455313,0.0006563730404974855
3.49209546,0.0005418128632244393
3.49963778,0.0003902767524087632
3.5071801,0.0002979815528818648
3.51472243,0.00015562822938247213
3.52226475,0.00030677758856686565
3.52980707,0.0004918807792868509
3.53734939,0.00044254284162426066
3.54489172,0.0002858457671297487
3.55243404,0.00019460997364191172
3.55997636,0.00025264891269352336
3.56751869,0.00014750839471350266
3.57506101,0.00018733958621187406
3.58260333,0.00020083425264410908
3.59014565,0.00026744031834868647
3.59768798,0.00037487756980170877
3.6052303,0.0004313961439061856
3.61277262,0.0004304797069705452
3.62031494,0.0004161381845135495
3.62785727,0.0001228626589486157
3.63539959,0.00016204674918064217
3.64294191,0.000289685255486377
3.65048424,0.0005001649851323435
3.65802656,0.000488582233384615
3.66556888,0.00046354077128783874
3.6731112,0.0002817061295260252
3.68065353,6.927856715659211e-05
3.68819585,3.5104809805107535e-05
3.69573817,9.816566456058418e-05
3.7032805,7.562177406739188e-05
3.71082282,0.00016006613709759835
3.71836514,5.9565364487037553e-05
3.72590746,0.00010030429565945076
3.73344979,0.00029305809269760725
3.74099211,0.0002783562670051506
3.74853443,2.1843413022803696e-05
3.75607676,9.593381514964696e-05
3.76361908,0.00023973184533951058
3.7711614,0.00033630566601701033
3.77870372,0.00025818244054958426
3.78624605,9.714184767089474e-05
3.79378837,0.00017531787984294918
3.80133069,0.00024511887759853237
3.80887301,6.510461004534598e-05
3.81641534,6.577080898284537e-05
3.82395766,0.00022201880333299457
3.83149998,0.00032997783585589504
3.83904231,0.00021790380207221645
3.84658463,0.00022170796790558844
3.85412695,0.0003039596417263577
3.86166927,0.0001654624232115944
3.8692116,0.00010310446690143924
3.87675392,0.00017328218990884418
3.88429624,7.142799483141788e-05
3.89183857,0.00018853093710524118
3.89938089,0.0002216763567876401
3.90692321,0.00019616188987361542
3.91446553,0.00010225943477370499
3.92200786,0.0002685828589885445
3.92955018,0.00016191125833071247
3.9370925,0.00014877063243741402
3.94463483,0.00021558327410987652
3.95217715,0.0004182958136497622
3.95971947,9.305829377247793e-05
3.96726179,0.00031152862263351955
3.97480412,0.0002671891011660589
3.98234644,9.094497821730797e-05
3.98988876,5.5892176310581457e-05
3.99743108,0.00011856924721123923
4.00497341,0.00017877860269077848
4.01251573,0.00019538892296726583
4.02005805,0.00015332232996668
4.02760038,0.00014186931587502487
4.0351427,0.00019663338313224664
4.04268502,0.00012705064764081844
4.05022734,0.0002187876700453132
4.05776967,0.0002650487547891916
4.06531199,0.00019186700507110984
4.07285431,7.631276599693354e-05
4.08039664,0.00013000659169638563
4.08793896,0.00010069238081952051
4.09548128,0.000104924988753525
4.1030236,0.0002284333372683072
4.11056593,0.00013911502746187626
4.11810825,0.0001108406130814199
4.12565057,0.00015400246017743637
4.1331929,0.0001725646159487931
4.14073522,0.0003291566509035465
4.14827754,0.00026816387768877965
4.15581986,0.0004369831870023189
4.16336219,0.00045455062366305107
4.17090451,0.00027379065362044384
4.17844683,0.00013355554018960856
4.18598915,0.00011617337585263181
4.19353148,0.00047090038049714395
4.2010738,0.00055225552086406
4.20861612,0.00023223473065158904
4.21615845,0.0001614915868028841
4.22370077,0.00019303117741763722
4.23124309,0.0003085786094340616
4.23878541,0.00016688852669355045
4.24632774,2.6466053101172257e-05
4.25387006,7.199975112908226e-05
4.26141238,0.00030003350401736024
4.26895471,0.0004593113070363494
4.27649703,0.00022355164129344503
4.28403935,0.00027833581134091253
4.29158167,9.41271399770385e-05
4.299124,0.00017983917997334834
4.30666632,0.00027524673719918146
4.31420864,9.443642233003882e-05
4.32175097,0.00019449915946630092
4.32929329,0.00012474076215795939
4.33683561,0.00030851532379111944
4.34437793,0.000444703471925188
4.35192026,0.0003269557299688765
4.35946258,0.0002002962765367141
4.3670049,0.00020642936354652055
4.37454722,0.0001396453848196533
4.38208955,0.0003091919515028723
4.38963187,0.000570553607835086
4.39717419,0.0004072567387214468
4.40471652,0.00041228777105151144
