Frequency_Hz,3cm_experiment,5cm_experiment
1.60079116,0.0009903625023328917,0.005635810078841869
1.60633023,0.0008223218187525063,0.0077135661096748576
1.6118693,0.001170585597217442,0.0077135661096748576
1.61740837,0.0009852290393088405,0.005311252276282867
1.62294744,0.0011399032377686397,0.0063037795480536925
1.62848651,0.0017139918253733562,0.004381870152049081
1.63402557,0.00139574838465273,0.004381870152049081
1.63956464,0.0013877493266597747,0.0008753837435561703
1.64510371,0.0016043563108649446,0.0011471498583094872
1.65064278,0.0015776964305177505,0.0015877506062865652
1.65618185,0.0008947782319472847,0.0012277620136291751
1.66172092,0.0008224631964524039,0.0012277620136291751
1.66725999,0.0009952515937496503,0.0018910886925128676
1.67279906,0.0010773881722667051,0.001103289885219909
1.67833813,0.0010921733232112988,0.001369548002378725
1.6838772,0.0010011984298735515,0.001369548002378725
1.68941627,0.0012098522866512518,0.0023686688877168007
1.69495534,0.0016214152319570087,0.00804122216782724
1.70049441,0.0014638278945455741,0.012276685645542513
1.70603348,0.0012090031210043285,0.012276685645542513
1.71157255,0.0010532045790504997,0.007251303892196402
1.71711162,0.0009172547836178922,0.008530202479779767
1.72265069,0.001165480841598889,0.014737737850342367
1.72818976,0.0008016313827505974,0.012498586335355234
1.73372883,0.0008830990484383647,0.012498586335355234
1.7392679,0.0012308570735631793,0.005515011106011532
1.74480697,0.0018227993107361887,0.004465896664174028
1.75034604,0.0012571931757976672,0.002539044374489153
1.75588511,0.0006274570846992529,0.002539044374489153
1.76142418,0.0010067060623279833,0.000980850171640545
1.76696325,0.0007057500775513076,0.0015358104990881615
1.77250232,0.0009893612266863832,0.0007718857715999623
1.77804139,0.0014775207694190595,0.0007718857715999623
1.78358046,0.0015706794439256577,0.0009666980390622886
1.78911953,0.0011271504956154156,0.0007638004554297262
1.7946586,0.0005817226417128722,0.0020274416050021903
1.80019767,0.000991897795543665,0.0019753056516020728
1.80573674,0.0012278733367482979,0.0019753056516020728
1.81127581,0.0009059086329622643,0.0018056071136723255
1.81681488,0.001017724969572675,0.005667722768010386
1.82235395,0.001243196140233692,0.012316456346378768
1.82789302,0.0010204920593181164,0.012316456346378768
1.83343209,0.001350029951204686,0.03389229728808246
1.83897116,0.000993755067414323,0.3952682279119382
1.84451023,0.0007199155015955651,0.8867527217823845
1.85004929,0.0007868007611098421,0.6287435770845268
1.85558836,0.0009770965895969986,0.6287435770845268
1.86112743,0.0009554562993597219,0.12074006130381068
1.8666665,0.0012187431479464517,0.03519592170781319
1.87220557,0.0035929430998897375,0.012349185247075954
1.87774464,0.004226890545064828,0.012349185247075954
1.88328371,0.0017202483068587042,0.005771924134148156
1.88882278,0.0013977749565538124,0.002933251249146453
1.89436185,0.0008474023199290436,0.002254427195840935
1.89990092,0.0006292590026862189,0.002254427195840935
